title,publisher,categories,review_score,review_summary
Understanding Exposure,Amphoto Books,photography,1.0,Excellent book
Understanding Exposure,Amphoto Books,photography,1.0,Fantastic Book and Really Helped Me to Understand
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book for Novice and experts alike!
Understanding Exposure,Amphoto Books,photography,1.0,"""Understanding"" is the right word"
Understanding Exposure,Amphoto Books,photography,1.0,Excellent resource
Understanding Exposure,Amphoto Books,photography,1.0,Easy to read and understand
Understanding Exposure,Amphoto Books,photography,1.0,It really depends on the user!
Understanding Exposure,Amphoto Books,photography,1.0,Great book for beginners
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,"Excellent, for starters"
Understanding Exposure,Amphoto Books,photography,1.0,A learners bible to photography
Understanding Exposure,Amphoto Books,photography,1.0,Should be required reading w/every first camera sold
Understanding Exposure,Amphoto Books,photography,1.0,Essential information
Understanding Exposure,Amphoto Books,photography,1.0,Easy to Read and Understand
Understanding Exposure,Amphoto Books,photography,0.75,A must have for the student of phtotography
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,A Must Read
Understanding Exposure,Amphoto Books,photography,0.5,Exposure
Understanding Exposure,Amphoto Books,photography,1.0,one of the standards that everyone interested in photography should have
Understanding Exposure,Amphoto Books,photography,1.0,Well worth it
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,Highly recommended!
Understanding Exposure,Amphoto Books,photography,1.0,I loved this book
Understanding Exposure,Amphoto Books,photography,1.0,This is a great book!
Understanding Exposure,Amphoto Books,photography,0.5,"Not bad, but a little disappointing"
Understanding Exposure,Amphoto Books,photography,1.0,Worth adding to your collection
Understanding Exposure,Amphoto Books,photography,1.0,Superb!!
Understanding Exposure,Amphoto Books,photography,1.0,BEST DO IT YOURSELF OR TEACH YOURSELF PHOTOGRAPHY.
Understanding Exposure,Amphoto Books,photography,1.0,Talk about simplifying exposure!
Understanding Exposure,Amphoto Books,photography,1.0,"Book is great, condition was NOT so great."
Understanding Exposure,Amphoto Books,photography,0.25,Pretty Basic -
Understanding Exposure,Amphoto Books,photography,0.75,Good communication
Understanding Exposure,Amphoto Books,photography,0.5,This version/printing is too small
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,0.75,Very good for understanding exposure
Understanding Exposure,Amphoto Books,photography,0.5,fluffy
Understanding Exposure,Amphoto Books,photography,0.25,Only helpful if you are a beginner
Understanding Exposure,Amphoto Books,photography,1.0,Simply: a must have!
Understanding Exposure,Amphoto Books,photography,1.0,An excellent way to learn
Understanding Exposure,Amphoto Books,photography,0.5,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,I liked it
Understanding Exposure,Amphoto Books,photography,1.0,A Great Book
Understanding Exposure,Amphoto Books,photography,0.75,Great instruction for new photographers!
Understanding Exposure,Amphoto Books,photography,0.5,A little too basic
Understanding Exposure,Amphoto Books,photography,1.0,"If You Can Only Afford One Photography Book, THIS IS THE ONE!!!"
Understanding Exposure,Amphoto Books,photography,0.5,Not what I expected
Understanding Exposure,Amphoto Books,photography,1.0,Awesome Book!!!!
Understanding Exposure,Amphoto Books,photography,1.0,Great !!
Understanding Exposure,Amphoto Books,photography,1.0,Great Explanation
Understanding Exposure,Amphoto Books,photography,1.0,Good Book
Understanding Exposure,Amphoto Books,photography,0.75,Knowledge Power
Understanding Exposure,Amphoto Books,photography,0.75,A very good read.
Understanding Exposure,Amphoto Books,photography,1.0,Excellent book with many practical tips to use
Understanding Exposure,Amphoto Books,photography,1.0,Great book - essential
Understanding Exposure,Amphoto Books,photography,1.0,very informative for self-study photographers.
Understanding Exposure,Amphoto Books,photography,1.0,A Must Read
Understanding Exposure,Amphoto Books,photography,1.0,What A Relief!
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Teaching
Understanding Exposure,Amphoto Books,photography,0.5,Essential For Beginners (and Beginners Only)
Understanding Exposure,Amphoto Books,photography,1.0,"Simple and effective language, really makes you understand exposure"
Understanding Exposure,Amphoto Books,photography,1.0,Very informative
Understanding Exposure,Amphoto Books,photography,1.0,Not a picture book as some think at first glance
Understanding Exposure,Amphoto Books,photography,1.0,"One of, if not the best out there..."
Understanding Exposure,Amphoto Books,photography,1.0,A must have
Understanding Exposure,Amphoto Books,photography,1.0,Feel like a photographic grown-up
Understanding Exposure,Amphoto Books,photography,1.0,great book
Understanding Exposure,Amphoto Books,photography,1.0,Exposure: Your camera's perspective
Understanding Exposure,Amphoto Books,photography,1.0,Excellent book for the next step
Understanding Exposure,Amphoto Books,photography,1.0,Awesome
Understanding Exposure,Amphoto Books,photography,1.0,Probably the only book on photography you'll ever need
Understanding Exposure,Amphoto Books,photography,1.0,Perfect book for really learning photography
Understanding Exposure,Amphoto Books,photography,0.75,"Good, even very good, but not enough."
Understanding Exposure,Amphoto Books,photography,0.75,Good introductory book
Understanding Exposure,Amphoto Books,photography,1.0,Essential concepts explained
Understanding Exposure,Amphoto Books,photography,1.0,For hobbyists
Understanding Exposure,Amphoto Books,photography,1.0,Offers a greater understanding of Exposure.
Understanding Exposure,Amphoto Books,photography,1.0,This is the all-time greatest book on photography!!!
Understanding Exposure,Amphoto Books,photography,1.0,exposure made easy
Understanding Exposure,Amphoto Books,photography,1.0,Good resource for the beginner
Understanding Exposure,Amphoto Books,photography,1.0,Excellent tool for the budding photographer
Understanding Exposure,Amphoto Books,photography,1.0,Fantastic!
Understanding Exposure,Amphoto Books,photography,1.0,Great Resource
Understanding Exposure,Amphoto Books,photography,1.0,GOT SOMETHING OUT OF EVERY PAGE!
Understanding Exposure,Amphoto Books,photography,1.0,Great book!
Understanding Exposure,Amphoto Books,photography,1.0,I couldn't put it down...
Understanding Exposure,Amphoto Books,photography,1.0,Another gem fron Mr. Lee
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,great jump start for learning basic photography
Understanding Exposure,Amphoto Books,photography,1.0,Excellent resource for the beginner interested in manual controls
Understanding Exposure,Amphoto Books,photography,1.0,Very informative and useful
Understanding Exposure,Amphoto Books,photography,1.0,30 yrs of photos and 5 yrs photography classes and I learned more from this book!
Understanding Exposure,Amphoto Books,photography,1.0,Two words ... Buy it!!!
Understanding Exposure,Amphoto Books,photography,0.75,Excellent book on general photography
Understanding Exposure,Amphoto Books,photography,0.75,Great reference
Understanding Exposure,Amphoto Books,photography,1.0,Easy to understand...Awesome examples...Highly Recommend
Understanding Exposure,Amphoto Books,photography,1.0,A Must Have for the understanding of exposure
Understanding Exposure,Amphoto Books,photography,1.0,Wonderful Book For Beginners
Understanding Exposure,Amphoto Books,photography,1.0,Best learning book on photography
Understanding Exposure,Amphoto Books,photography,0.75,right to the point.
Understanding Exposure,Amphoto Books,photography,1.0,Just What I Needed
Understanding Exposure,Amphoto Books,photography,1.0,Surprisingly & Extremely Happy
Understanding Exposure,Amphoto Books,photography,1.0,Great Great Book
Understanding Exposure,Amphoto Books,photography,0.75,"Great book, i bet this is just what you are looking for"
Understanding Exposure,Amphoto Books,photography,1.0,Great
Understanding Exposure,Amphoto Books,photography,0.75,Good book for novice and intermediate photographers
Understanding Exposure,Amphoto Books,photography,1.0,Excelent for beginners and aspiring photographers
Understanding Exposure,Amphoto Books,photography,1.0,Worth the money !!!!!
Understanding Exposure,Amphoto Books,photography,0.75,A must read introduction to photography
Understanding Exposure,Amphoto Books,photography,0.5,Useful
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,Great Book!!!
Understanding Exposure,Amphoto Books,photography,0.5,Very good beginners digital photo how-to book
Understanding Exposure,Amphoto Books,photography,1.0,Awesome Book
Understanding Exposure,Amphoto Books,photography,0.75,A must have for beginners
Understanding Exposure,Amphoto Books,photography,1.0,"Doesn't need another ratin, but..."
Understanding Exposure,Amphoto Books,photography,0.75,Quite useful
Understanding Exposure,Amphoto Books,photography,1.0,You DON'T have to shoot in AUTO mode!
Understanding Exposure,Amphoto Books,photography,1.0,debe
Understanding Exposure,Amphoto Books,photography,1.0,Exposing Exposure
Understanding Exposure,Amphoto Books,photography,1.0,Get this book
Understanding Exposure,Amphoto Books,photography,0.75,On Target
Understanding Exposure,Amphoto Books,photography,0.75,Great book!
Understanding Exposure,Amphoto Books,photography,1.0,Buy this one!
Understanding Exposure,Amphoto Books,photography,1.0,A must have for Starters
Understanding Exposure,Amphoto Books,photography,1.0,"Understanding Exposure is very, very understandable!"
Understanding Exposure,Amphoto Books,photography,1.0,Great help for an amateur
Understanding Exposure,Amphoto Books,photography,1.0,Beautiful treatise on photography generally
Understanding Exposure,Amphoto Books,photography,1.0,A Must Have Book
Understanding Exposure,Amphoto Books,photography,0.5,Basic
Understanding Exposure,Amphoto Books,photography,1.0,Great Book
Understanding Exposure,Amphoto Books,photography,1.0,Insightfull
Understanding Exposure,Amphoto Books,photography,1.0,A Must Read
Understanding Exposure,Amphoto Books,photography,1.0,Very Good Book for the beginner and more
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,Most helpful book I've seen
Understanding Exposure,Amphoto Books,photography,1.0,One of the best..
Understanding Exposure,Amphoto Books,photography,1.0,One of the best book for beginners and intermediate
Understanding Exposure,Amphoto Books,photography,1.0,BEST PHOTOGRAPHY BOOK I HAVE EVER READ!
Understanding Exposure,Amphoto Books,photography,1.0,Great beginner's book
Understanding Exposure,Amphoto Books,photography,0.75,understanding but still lost
Understanding Exposure,Amphoto Books,photography,1.0,Great Book! - Must Read
Understanding Exposure,Amphoto Books,photography,1.0,An excellent guide to the world of exposure
Understanding Exposure,Amphoto Books,photography,1.0,The Best Book on Exposure I've Ever Seen!
Understanding Exposure,Amphoto Books,photography,1.0,Excellent book for the novice shooter
Understanding Exposure,Amphoto Books,photography,0.75,Good book!
Understanding Exposure,Amphoto Books,photography,0.75,Demonstration photos are beautiful
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,After this book you wont know the word amateur!
Understanding Exposure,Amphoto Books,photography,1.0,Good book to own
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure: How to Shoot Great Photographs with a Film or Digital Camera
Understanding Exposure,Amphoto Books,photography,1.0,Bryan Peterson's books are great!
Understanding Exposure,Amphoto Books,photography,1.0,Essential reading for anyone with an SLR
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure by Bryan Peterson
Understanding Exposure,Amphoto Books,photography,1.0,Fantastic learning tool.
Understanding Exposure,Amphoto Books,photography,1.0,Useful and concise - I actually read the whole book
Understanding Exposure,Amphoto Books,photography,1.0,"If you're a beginner, this is a must buy."
Understanding Exposure,Amphoto Books,photography,1.0,very good book for a beginner photographer
Understanding Exposure,Amphoto Books,photography,1.0,An amazing Learning Tool
Understanding Exposure,Amphoto Books,photography,1.0,Great learning tool
Understanding Exposure,Amphoto Books,photography,1.0,Teaches how to properly use a SLR
Understanding Exposure,Amphoto Books,photography,1.0,an amateur photographer MUST HAVE
Understanding Exposure,Amphoto Books,photography,0.75,"I understand aperture, shutter speed and ISO now"
Understanding Exposure,Amphoto Books,photography,0.75,Emphasizes the Basics to be Creative
Understanding Exposure,Amphoto Books,photography,1.0,Great Primer
Understanding Exposure,Amphoto Books,photography,1.0,An excellent guide to understanding exposure
Understanding Exposure,Amphoto Books,photography,1.0,Best how to photography book
Understanding Exposure,Amphoto Books,photography,0.25,Disappointing
Understanding Exposure,Amphoto Books,photography,1.0,"technical concepts as fun to read as a good novel, really"
Understanding Exposure,Amphoto Books,photography,1.0,Great book for those hoping to advance their skills
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book for SLR Beginners!
Understanding Exposure,Amphoto Books,photography,1.0,GREAT BOOK!!!
Understanding Exposure,Amphoto Books,photography,1.0,Well written introduction to exposure
Understanding Exposure,Amphoto Books,photography,1.0,I finally understand exposure!!
Understanding Exposure,Amphoto Books,photography,1.0,I have discovered so much
Understanding Exposure,Amphoto Books,photography,1.0,An excellent
Understanding Exposure,Amphoto Books,photography,1.0,One of His Best
Understanding Exposure,Amphoto Books,photography,1.0,Very well done. Great for the beginner or intermediate
Understanding Exposure,Amphoto Books,photography,1.0,very good information for all levels
Understanding Exposure,Amphoto Books,photography,0.75,Understanding Exposure - Bryan Peterson
Understanding Exposure,Amphoto Books,photography,1.0,"First ""lesson"""
Understanding Exposure,Amphoto Books,photography,1.0,Excellent
Understanding Exposure,Amphoto Books,photography,1.0,Love it!
Understanding Exposure,Amphoto Books,photography,1.0,Great Book for anyone
Understanding Exposure,Amphoto Books,photography,1.0,Exposure
Understanding Exposure,Amphoto Books,photography,1.0,"""Quirks"" are what make the reader sure that the author is human, and not just full of his own self importance."
Understanding Exposure,Amphoto Books,photography,1.0,Best I've Ever Read on Photography
Understanding Exposure,Amphoto Books,photography,0.75,vary helpful
Understanding Exposure,Amphoto Books,photography,0.75,Good Book
Understanding Exposure,Amphoto Books,photography,1.0,This should be your first photography book!
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure: How to Shoot Great Photographs with a Film or Digital Camera (Updated Edition)
Understanding Exposure,Amphoto Books,photography,1.0,Photo Book Review
Understanding Exposure,Amphoto Books,photography,1.0,Excellent
Understanding Exposure,Amphoto Books,photography,1.0,"Simple, easy to understand"
Understanding Exposure,Amphoto Books,photography,1.0,"Easy to Read, Inspiring, Highly Recommended"
Understanding Exposure,Amphoto Books,photography,1.0,Great book - thought me a lot
Understanding Exposure,Amphoto Books,photography,1.0,How To . . . and Why!
Understanding Exposure,Amphoto Books,photography,1.0,great book
Understanding Exposure,Amphoto Books,photography,1.0,A must have book!!!
Understanding Exposure,Amphoto Books,photography,0.5,a dissenting vote
Understanding Exposure,Amphoto Books,photography,0.75,Great Book!
Understanding Exposure,Amphoto Books,photography,0.75,Beginning with an SLR
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,It covers the basics
Understanding Exposure,Amphoto Books,photography,1.0,Great book with Great shots!!
Understanding Exposure,Amphoto Books,photography,1.0,Inspiration in print!
Understanding Exposure,Amphoto Books,photography,1.0,A Must Have For New Photographers!
Understanding Exposure,Amphoto Books,photography,1.0,Worth every penny
Understanding Exposure,Amphoto Books,photography,0.5,Good on basics but could be better
Understanding Exposure,Amphoto Books,photography,0.75,"Great book, missed opportunity"
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Resource
Understanding Exposure,Amphoto Books,photography,1.0,Good book but product description is wrong!
Understanding Exposure,Amphoto Books,photography,1.0,a great starting point to learning about photography
Understanding Exposure,Amphoto Books,photography,0.75,Improve your photography
Understanding Exposure,Amphoto Books,photography,1.0,A must have
Understanding Exposure,Amphoto Books,photography,0.75,Helpful
Understanding Exposure,Amphoto Books,photography,1.0,A must have guide
Understanding Exposure,Amphoto Books,photography,1.0,Great for beginners or more advanced.
Understanding Exposure,Amphoto Books,photography,1.0,A spectator's comment
Understanding Exposure,Amphoto Books,photography,1.0,A book I've repeatedly gone back to over the years
Understanding Exposure,Amphoto Books,photography,1.0,Helpful book about exposure.
Understanding Exposure,Amphoto Books,photography,1.0,"If Your Taking Pictures, READ THIS BOOK"
Understanding Exposure,Amphoto Books,photography,1.0,In this book you learn how to think about construct better photos-
Understanding Exposure,Amphoto Books,photography,1.0,Great for the novice
Understanding Exposure,Amphoto Books,photography,1.0,A must have
Understanding Exposure,Amphoto Books,photography,1.0,Great for new or intermediate photogs
Understanding Exposure,Amphoto Books,photography,1.0,Great for Novice
Understanding Exposure,Amphoto Books,photography,1.0,A Groundbreaking Book for Photographers
Understanding Exposure,Amphoto Books,photography,0.75,A good book for beginners
Understanding Exposure,Amphoto Books,photography,0.5,Not useful for any but the beginner photographer
Understanding Exposure,Amphoto Books,photography,1.0,Learning about photography book
Understanding Exposure,Amphoto Books,photography,0.75,"Good Read, Good Book"
Understanding Exposure,Amphoto Books,photography,1.0,a must have book for beginners
Understanding Exposure,Amphoto Books,photography,1.0,"You have to own it, if you are an entry level"
Understanding Exposure,Amphoto Books,photography,1.0,An outstanding book
Understanding Exposure,Amphoto Books,photography,1.0,One of the best instruction books for photography.
Understanding Exposure,Amphoto Books,photography,1.0,mine the nuggets
Understanding Exposure,Amphoto Books,photography,1.0,"a great, easy to understand guide to exposure"
Understanding Exposure,Amphoto Books,photography,0.75,A great book even for experienced amateurs
Understanding Exposure,Amphoto Books,photography,0.25,OK but not great
Understanding Exposure,Amphoto Books,photography,0.75,Great book for the beginner or hobbyist.
Understanding Exposure,Amphoto Books,photography,1.0,Great Book if you started photography and need to understand Exposure
Understanding Exposure,Amphoto Books,photography,1.0,A must read for photo newbies!!!
Understanding Exposure,Amphoto Books,photography,0.5,Very Rudimentary - Beginners Only
Understanding Exposure,Amphoto Books,photography,0.75,"Good book, despite bruises by shipping"
Understanding Exposure,Amphoto Books,photography,1.0,Metering at the end
Understanding Exposure,Amphoto Books,photography,1.0,This is THE book I recommend to aspiring photographers
Understanding Exposure,Amphoto Books,photography,1.0,What a fantastic book...really.
Understanding Exposure,Amphoto Books,photography,0.75,Fantastic find for beggining photographer
Understanding Exposure,Amphoto Books,photography,1.0,Great learning tool!
Understanding Exposure,Amphoto Books,photography,1.0,Very Important when taking pictures
Understanding Exposure,Amphoto Books,photography,0.75,Perfect for the Beginner...
Understanding Exposure,Amphoto Books,photography,1.0,Very useful book with great photo expamples of subjects.
Understanding Exposure,Amphoto Books,photography,1.0,A must buy
Understanding Exposure,Amphoto Books,photography,1.0,Awesome book for beginners!
Understanding Exposure,Amphoto Books,photography,1.0,My first photography book
Understanding Exposure,Amphoto Books,photography,1.0,Understand Exposure
Understanding Exposure,Amphoto Books,photography,0.75,Photography 101
Understanding Exposure,Amphoto Books,photography,1.0,An outstanding survey for any basic photography collection!
Understanding Exposure,Amphoto Books,photography,1.0,great to get started!
Understanding Exposure,Amphoto Books,photography,1.0,Wish I had read it years ago!
Understanding Exposure,Amphoto Books,photography,1.0,An Excellent Book!
Understanding Exposure,Amphoto Books,photography,1.0,Good Tips & Easy to Understand
Understanding Exposure,Amphoto Books,photography,1.0,Good foundational book
Understanding Exposure,Amphoto Books,photography,1.0,Great Learning Tool
Understanding Exposure,Amphoto Books,photography,0.75,"Good information, but a little dry..."
Understanding Exposure,Amphoto Books,photography,0.25,Very Disappointed! The concept of exposure should NOT BE LIMITED to outdoor photography. NO mention of flash concepts!
Understanding Exposure,Amphoto Books,photography,0.75,Everything You Need to Know About Exposure is Here
Understanding Exposure,Amphoto Books,photography,1.0,Inspiring!
Understanding Exposure,Amphoto Books,photography,1.0,exposing the secrets of great photography
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,Great for a beginner!
Understanding Exposure,Amphoto Books,photography,1.0,Read it and You will understand exposure.
Understanding Exposure,Amphoto Books,photography,1.0,Outstanding Book
Understanding Exposure,Amphoto Books,photography,1.0,An absolute MUST have!!!
Understanding Exposure,Amphoto Books,photography,1.0,great learning tool
Understanding Exposure,Amphoto Books,photography,1.0,Great book to help you get started!
Understanding Exposure,Amphoto Books,photography,1.0,understanding exposure
Understanding Exposure,Amphoto Books,photography,1.0,A great learning experience
Understanding Exposure,Amphoto Books,photography,1.0,Every aspiring photograper needs this book
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,0.75,Enjoyed the book but...........
Understanding Exposure,Amphoto Books,photography,1.0,Learning Photography
Understanding Exposure,Amphoto Books,photography,0.75,Understanding Exposure - Bryan Peterson (Amphoto Books)
Understanding Exposure,Amphoto Books,photography,1.0,Must Read for Beginners!
Understanding Exposure,Amphoto Books,photography,1.0,Go a little deeper in Exposure....and enjoy the author's evident Love for image making.
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book Taking a hard subject and helping make sense of it
Understanding Exposure,Amphoto Books,photography,1.0,Best buy!!
Understanding Exposure,Amphoto Books,photography,0.5,It's outdated
Understanding Exposure,Amphoto Books,photography,0.5,"OK, but dated"
Understanding Exposure,Amphoto Books,photography,0.5,Not all it could have been.
Understanding Exposure,Amphoto Books,photography,1.0,****** - 5 stars is just not enough.
Understanding Exposure,Amphoto Books,photography,0.5,"Not as impressed as most people, I guess."
Understanding Exposure,Amphoto Books,photography,1.0,Best book out there:)
Understanding Exposure,Amphoto Books,photography,1.0,I had no idea about photography until...
Understanding Exposure,Amphoto Books,photography,1.0,"Excellent book, highly recommended...."
Understanding Exposure,Amphoto Books,photography,1.0,The Answers
Understanding Exposure,Amphoto Books,photography,1.0,A must for photography.
Understanding Exposure,Amphoto Books,photography,1.0,Brilliant and to the point!
Understanding Exposure,Amphoto Books,photography,0.75,Edgar in Virginia
Understanding Exposure,Amphoto Books,photography,1.0,Photography made simple
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,0.75,"Very Good Book, but Lucks few Small Details"
Understanding Exposure,Amphoto Books,photography,0.75,Very Easy to Follow & Understand
Understanding Exposure,Amphoto Books,photography,1.0,What's manual focus?
Understanding Exposure,Amphoto Books,photography,1.0,no ready pills but key to understand the logic of Photography
Understanding Exposure,Amphoto Books,photography,0.0,"very basic, beginners only"
Understanding Exposure,Amphoto Books,photography,0.75,"Inspiring, non-techical"
Understanding Exposure,Amphoto Books,photography,1.0,This is the BEST book
Understanding Exposure,Amphoto Books,photography,1.0,Thorough and Understandable
Understanding Exposure,Amphoto Books,photography,1.0,A Pro Photographer who can teach.
Understanding Exposure,Amphoto Books,photography,1.0,Outstanding Information for Photographers
Understanding Exposure,Amphoto Books,photography,1.0,A fantastic learning tool!
Understanding Exposure,Amphoto Books,photography,1.0,A Wonderful Exposure Primer for Creative Photographers
Understanding Exposure,Amphoto Books,photography,0.5,"Overrated, but decent"
Understanding Exposure,Amphoto Books,photography,1.0,4.5 Stars Actually
Understanding Exposure,Amphoto Books,photography,1.0,"A ""Must Read"" for Learning Photography"
Understanding Exposure,Amphoto Books,photography,0.75,Great Book for beginners and intermediates.
Understanding Exposure,Amphoto Books,photography,1.0,95 Reviewers can't be wrong!
Understanding Exposure,Amphoto Books,photography,0.25,Err .. is that it?
Understanding Exposure,Amphoto Books,photography,0.75,"informative, though quirky"
Understanding Exposure,Amphoto Books,photography,1.0,Excellent resource
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,0.25,Had high hopes
Understanding Exposure,Amphoto Books,photography,0.25,"Good book, but out of date"
Understanding Exposure,Amphoto Books,photography,1.0,Excellent
Understanding Exposure,Amphoto Books,photography,0.5,average
Understanding Exposure,Amphoto Books,photography,1.0,Excellent service
Understanding Exposure,Amphoto Books,photography,1.0,Complete guide to the great exposure
Understanding Exposure,Amphoto Books,photography,1.0,Buying Textbooks
Understanding Exposure,Amphoto Books,photography,0.0,Unacceptable Product
Understanding Exposure,Amphoto Books,photography,1.0,Great book for anyone seriously learning photography
Understanding Exposure,Amphoto Books,photography,1.0,great book
Understanding Exposure,Amphoto Books,photography,0.75,Good book!
Understanding Exposure,Amphoto Books,photography,1.0,Came highly recommended!
Understanding Exposure,Amphoto Books,photography,1.0,Love this book!
Understanding Exposure,Amphoto Books,photography,1.0,Superb easy reading
Understanding Exposure,Amphoto Books,photography,1.0,"Review: ""Understanding Exposure"" (Revised Edition)"
Understanding Exposure,Amphoto Books,photography,1.0,easy to understand
Understanding Exposure,Amphoto Books,photography,1.0,Great beginner's book
Understanding Exposure,Amphoto Books,photography,1.0,Great Book !
Understanding Exposure,Amphoto Books,photography,1.0,This one is a keeper!
Understanding Exposure,Amphoto Books,photography,1.0,He's good !!!!
Understanding Exposure,Amphoto Books,photography,1.0,Great Book!
Understanding Exposure,Amphoto Books,photography,0.75,Good book for beginners and amateur alike
Understanding Exposure,Amphoto Books,photography,1.0,Great book for fundamental photography
Understanding Exposure,Amphoto Books,photography,0.75,Excellent resource for the budding photography enthusiast
Understanding Exposure,Amphoto Books,photography,1.0,Made it all click and come together!
Understanding Exposure,Amphoto Books,photography,0.75,A Must For Every Photographer
Understanding Exposure,Amphoto Books,photography,0.5,Great info for the quickshot amateur but not made for the pro
Understanding Exposure,Amphoto Books,photography,0.5,"Only guidelines, not real depth"
Understanding Exposure,Amphoto Books,photography,1.0,Exposure explained! It's easy!
Understanding Exposure,Amphoto Books,photography,1.0,Take better images
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,"Love this book, makes learning so much easier!"
Understanding Exposure,Amphoto Books,photography,1.0,Peterson hits a home run!
Understanding Exposure,Amphoto Books,photography,0.75,Not just a start - it's a jump start...
Understanding Exposure,Amphoto Books,photography,0.75,"Kinda outdated, but useful nonetheless"
Understanding Exposure,Amphoto Books,photography,1.0,Great Book
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,Must have
Understanding Exposure,Amphoto Books,photography,1.0,And now I understand exposure
Understanding Exposure,Amphoto Books,photography,1.0,Easy to understand
Understanding Exposure,Amphoto Books,photography,0.75,Must have basic book
Understanding Exposure,Amphoto Books,photography,1.0,Love this book!!
Understanding Exposure,Amphoto Books,photography,1.0,great for anyone interested in photography
Understanding Exposure,Amphoto Books,photography,1.0,Take Better Pictures
Understanding Exposure,Amphoto Books,photography,1.0,Great book!
Understanding Exposure,Amphoto Books,photography,1.0,Great for the rising enthusiast.
Understanding Exposure,Amphoto Books,photography,1.0,good book
Understanding Exposure,Amphoto Books,photography,0.75,Pleased with the content.
Understanding Exposure,Amphoto Books,photography,1.0,Understanding Exposure
Understanding Exposure,Amphoto Books,photography,1.0,Learning about Photography
Understanding Exposure,Amphoto Books,photography,1.0,Great first photography book
Understanding Exposure,Amphoto Books,photography,1.0,You will regret not buying 2 copies...
Understanding Exposure,Amphoto Books,photography,1.0,Fantastic book to get you from interested in photography to really understanding it
Understanding Exposure,Amphoto Books,photography,1.0,"Rare tips and tricks, move beyond the basics of aperture, shutter speed and light"
Understanding Exposure,Amphoto Books,photography,0.5,"Some good tips, tons of missed opportunties to learn"
Understanding Exposure,Amphoto Books,photography,0.75,"Solid information for the beginner, and then some"
Understanding Exposure,Amphoto Books,photography,1.0,Learn to see the world differently
Understanding Exposure,Amphoto Books,photography,1.0,One of the best photo books to learn photography
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,Great book to understand exposure.
Understanding Exposure,Amphoto Books,photography,1.0,Looking at the whole picture
Understanding Exposure,Amphoto Books,photography,1.0,understanding exposure
Understanding Exposure,Amphoto Books,photography,1.0,A Tool To Get To The Next Level
Understanding Exposure,Amphoto Books,photography,1.0,Wonderful Read! A MUST HAVE!
Understanding Exposure,Amphoto Books,photography,0.5,Depth of field examples
Understanding Exposure,Amphoto Books,photography,1.0,A must read for anyone beginning into photography
Understanding Exposure,Amphoto Books,photography,1.0,A great guide for someone new to photography (like me).
Understanding Exposure,Amphoto Books,photography,1.0,Fantastic coverage of the issues and how to deal with them
Understanding Exposure,Amphoto Books,photography,1.0,Great book
Understanding Exposure,Amphoto Books,photography,1.0,I still continue to read...
Understanding Exposure,Amphoto Books,photography,1.0,Amazed
Understanding Exposure,Amphoto Books,photography,1.0,Excellent Book
Understanding Exposure,Amphoto Books,photography,1.0,Finally someone gets through to me!
